;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Sweep Time (s);717.000E-3;20.717E+0;40.724E+0;60.725E+0;80.724E+0;100.725E+0;120.725E+0;140.724E+0;160.738E+0;180.738E+0;200.749E+0;220.749E+0;240.749E+0;260.749E+0;280.748E+0;300.748E+0;320.748E+0;340.752E+0;360.751E+0;380.751E+0;400.752E+0;420.751E+0;440.759E+0;460.760E+0;480.759E+0;500.759E+0;520.759E+0;540.760E+0;560.759E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-110.368E-12;-124.558E-12;-148.208E-12;-151.362E-12;-124.558E-12;-134.018E-12;-129.288E-12;-132.442E-12;-127.712E-12;-165.552E-12;-151.362E-12;-143.478E-12;-132.442E-12;-135.595E-12;-167.129E-12;-171.859E-12;-176.589E-12;-184.472E-12;-204.969E-12;-193.932E-12;-211.276E-12;-197.086E-12;-208.123E-12;-192.356E-12;-201.816E-12;-200.239E-12;-198.662E-12;-211.276E-12;-208.123E-12
2;100;-115.098E-12;-145.055E-12;-145.055E-12;-141.902E-12;-127.712E-12;-137.172E-12;-121.405E-12;-121.405E-12;-127.712E-12;-157.669E-12;-157.669E-12;-138.748E-12;-122.982E-12;-137.172E-12;-176.589E-12;-181.319E-12;-181.319E-12;-186.049E-12;-195.509E-12;-203.392E-12;-201.816E-12;-187.626E-12;-208.123E-12;-189.202E-12;-195.509E-12;-198.662E-12;-198.662E-12;-220.736E-12;-211.276E-12
3;200;-110.368E-12;-138.748E-12;-151.362E-12;-152.939E-12;-127.712E-12;-127.712E-12;-119.828E-12;-110.368E-12;-129.288E-12;-163.975E-12;-156.092E-12;-134.018E-12;-124.558E-12;-137.172E-12;-171.859E-12;-178.166E-12;-181.319E-12;-193.932E-12;-192.356E-12;-197.086E-12;-200.239E-12;-189.202E-12;-223.889E-12;-190.779E-12;-192.356E-12;-206.546E-12;-197.086E-12;-222.313E-12;-206.546E-12
4;300;-104.061E-12;-135.595E-12;-146.632E-12;-154.515E-12;-134.018E-12;-122.982E-12;-126.135E-12;-119.828E-12;-134.018E-12;-171.859E-12;-157.669E-12;-148.208E-12;-129.288E-12;-140.325E-12;-163.975E-12;-178.166E-12;-178.166E-12;-200.239E-12;-195.509E-12;-211.276E-12;-200.239E-12;-190.779E-12;-208.123E-12;-197.086E-12;-190.779E-12;-206.546E-12;-195.509E-12;-214.429E-12;-204.969E-12
5;400;-107.215E-12;-140.325E-12;-146.632E-12;-148.208E-12;-137.172E-12;-140.325E-12;-118.251E-12;-121.405E-12;-140.325E-12;-173.435E-12;-159.245E-12;-148.208E-12;-135.595E-12;-146.632E-12;-173.435E-12;-176.589E-12;-173.435E-12;-195.509E-12;-204.969E-12;-203.392E-12;-204.969E-12;-197.086E-12;-206.546E-12;-203.392E-12;-193.932E-12;-192.356E-12;-208.123E-12;-211.276E-12;-203.392E-12
6;500;-121.405E-12;-134.018E-12;-141.902E-12;-148.208E-12;-135.595E-12;-141.902E-12;-127.712E-12;-137.172E-12;-132.442E-12;-157.669E-12;-163.975E-12;-146.632E-12;-129.288E-12;-135.595E-12;-176.589E-12;-176.589E-12;-170.282E-12;-198.662E-12;-203.392E-12;-197.086E-12;-200.239E-12;-184.472E-12;-204.969E-12;-200.239E-12;-184.472E-12;-201.816E-12;-208.123E-12;-212.853E-12;-201.816E-12
7;600;-116.675E-12;-134.018E-12;-148.208E-12;-156.092E-12;-134.018E-12;-127.712E-12;-127.712E-12;-129.288E-12;-143.478E-12;-156.092E-12;-168.705E-12;-159.245E-12;-134.018E-12;-143.478E-12;-160.822E-12;-168.705E-12;-181.319E-12;-200.239E-12;-198.662E-12;-198.662E-12;-209.699E-12;-195.509E-12;-219.159E-12;-204.969E-12;-179.742E-12;-214.429E-12;-208.123E-12;-214.429E-12;-204.969E-12
8;700;-132.442E-12;-137.172E-12;-135.595E-12;-154.515E-12;-132.442E-12;-122.982E-12;-122.982E-12;-132.442E-12;-138.748E-12;-156.092E-12;-171.859E-12;-149.785E-12;-140.325E-12;-145.055E-12;-167.129E-12;-171.859E-12;-184.472E-12;-193.932E-12;-197.086E-12;-208.123E-12;-204.969E-12;-182.896E-12;-223.889E-12;-190.779E-12;-195.509E-12;-201.816E-12;-201.816E-12;-211.276E-12;-198.662E-12
