;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);371.000E-3;40.373E+0;80.373E+0;120.375E+0;160.374E+0;200.376E+0;240.377E+0;280.378E+0;320.378E+0;360.379E+0;400.380E+0;440.380E+0;480.381E+0;520.382E+0;560.383E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-160.528E-12;-187.282E-12;-203.020E-12;-203.020E-12;-221.906E-12;-218.758E-12;-229.775E-12;-240.791E-12;-270.693E-12;-302.169E-12;-313.186E-12;-305.317E-12;-302.169E-12;-297.448E-12;-316.334E-12
2;100;-168.396E-12;-190.430E-12;-207.741E-12;-206.168E-12;-228.201E-12;-218.758E-12;-232.922E-12;-247.086E-12;-270.693E-12;-294.300E-12;-313.186E-12;-305.317E-12;-302.169E-12;-308.465E-12;-333.645E-12
3;200;-152.659E-12;-180.987E-12;-196.725E-12;-204.594E-12;-221.906E-12;-209.315E-12;-226.627E-12;-237.644E-12;-262.824E-12;-294.300E-12;-316.334E-12;-302.169E-12;-310.038E-12;-306.891E-12;-327.350E-12
4;300;-160.528E-12;-173.118E-12;-198.299E-12;-207.741E-12;-220.332E-12;-220.332E-12;-223.479E-12;-229.775E-12;-261.251E-12;-299.022E-12;-310.038E-12;-310.038E-12;-302.169E-12;-310.038E-12;-317.907E-12
5;400;-158.954E-12;-177.839E-12;-198.299E-12;-201.446E-12;-217.184E-12;-210.889E-12;-221.906E-12;-243.939E-12;-259.677E-12;-303.743E-12;-317.907E-12;-311.612E-12;-305.317E-12;-311.612E-12;-338.367E-12
6;500;-162.101E-12;-179.413E-12;-201.446E-12;-206.168E-12;-218.758E-12;-210.889E-12;-234.496E-12;-239.217E-12;-264.398E-12;-292.727E-12;-310.038E-12;-313.186E-12;-306.891E-12;-317.907E-12;-317.907E-12
7;600;-171.544E-12;-179.413E-12;-190.430E-12;-199.872E-12;-217.184E-12;-214.037E-12;-236.070E-12;-239.217E-12;-265.972E-12;-299.022E-12;-308.465E-12;-300.596E-12;-316.334E-12;-314.760E-12;-319.481E-12
8;700;-173.118E-12;-193.577E-12;-192.003E-12;-207.741E-12;-215.610E-12;-225.053E-12;-226.627E-12;-234.496E-12;-267.546E-12;-294.300E-12;-311.612E-12;-306.891E-12;-303.743E-12;-310.038E-12;-319.481E-12
9;800;-162.101E-12;-188.856E-12;-195.151E-12;-196.725E-12;-215.610E-12;-225.053E-12;-228.201E-12;-242.365E-12;-247.086E-12;-288.005E-12;-311.612E-12;-308.465E-12;-314.760E-12;-305.317E-12;-316.334E-12
10;900;-174.692E-12;-180.987E-12;-198.299E-12;-203.020E-12;-228.201E-12;-220.332E-12;-225.053E-12;-240.791E-12;-262.824E-12;-297.448E-12;-319.481E-12;-303.743E-12;-297.448E-12;-310.038E-12;-322.629E-12
11;1000;-169.970E-12;-188.856E-12;-187.282E-12;-195.151E-12;-225.053E-12;-214.037E-12;-228.201E-12;-236.070E-12;-262.824E-12;-297.448E-12;-325.776E-12;-297.448E-12;-308.465E-12;-308.465E-12;-327.350E-12
12;1100;-173.118E-12;-180.987E-12;-198.299E-12;-199.872E-12;-223.479E-12;-209.315E-12;-228.201E-12;-245.513E-12;-258.103E-12;-292.727E-12;-322.629E-12;-300.596E-12;-302.169E-12;-314.760E-12;-319.481E-12
13;1200;-165.249E-12;-184.134E-12;-198.299E-12;-212.463E-12;-225.053E-12;-215.610E-12;-228.201E-12;-239.217E-12;-261.251E-12;-305.317E-12;-316.334E-12;-300.596E-12;-314.760E-12;-319.481E-12;-317.907E-12
14;1300;-162.101E-12;-176.265E-12;-201.446E-12;-204.594E-12;-225.053E-12;-223.479E-12;-229.775E-12;-239.217E-12;-264.398E-12;-291.153E-12;-317.907E-12;-294.300E-12;-308.465E-12;-313.186E-12;-319.481E-12
15;1400;-158.954E-12;-182.561E-12;-193.577E-12;-215.610E-12;-220.332E-12;-229.775E-12;-228.201E-12;-240.791E-12;-261.251E-12;-288.005E-12;-322.629E-12;-305.317E-12;-302.169E-12;-310.038E-12;-327.350E-12
16;1500;-151.085E-12;-188.856E-12;-190.430E-12;-203.020E-12;-221.906E-12;-226.627E-12;-232.922E-12;-251.808E-12;-262.824E-12;-297.448E-12;-306.891E-12;-308.465E-12;-310.038E-12;-297.448E-12;-322.629E-12
17;1600;-169.970E-12;-184.134E-12;-193.577E-12;-209.315E-12;-221.906E-12;-223.479E-12;-220.332E-12;-251.808E-12;-258.103E-12;-306.891E-12;-306.891E-12;-311.612E-12;-313.186E-12;-303.743E-12;-330.498E-12
18;1700;-165.249E-12;-192.003E-12;-201.446E-12;-196.725E-12;-220.332E-12;-217.184E-12;-217.184E-12;-245.513E-12;-258.103E-12;-299.022E-12;-306.891E-12;-303.743E-12;-311.612E-12;-308.465E-12;-321.055E-12
19;1800;-163.675E-12;-185.708E-12;-198.299E-12;-201.446E-12;-226.627E-12;-223.479E-12;-231.348E-12;-240.791E-12;-251.808E-12;-289.579E-12;-303.743E-12;-305.317E-12;-305.317E-12;-300.596E-12;-332.072E-12
20;1900;-169.970E-12;-184.134E-12;-195.151E-12;-198.299E-12;-232.922E-12;-217.184E-12;-228.201E-12;-240.791E-12;-256.529E-12;-291.153E-12;-305.317E-12;-302.169E-12;-310.038E-12;-316.334E-12;-325.776E-12
21;2000;-155.806E-12;-180.987E-12;-193.577E-12;-184.134E-12;-225.053E-12;-218.758E-12;-236.070E-12;-239.217E-12;-254.955E-12;-299.022E-12;-310.038E-12;-299.022E-12;-302.169E-12;-313.186E-12;-321.055E-12
