;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);371.000E-3;40.373E+0;80.373E+0;120.375E+0;160.374E+0;200.376E+0;240.377E+0;280.378E+0;320.378E+0;360.379E+0;400.380E+0;440.380E+0;480.381E+0;520.382E+0;560.383E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
108;10700;-206.168E-12;-218.758E-12;-237.644E-12;-199.872E-12;-292.727E-12;-229.775E-12;-168.396E-12;-141.642E-12;-152.659E-12;-210.889E-12;-256.529E-12;-305.317E-12;-294.300E-12;-322.629E-12;-341.514E-12
109;10800;-218.758E-12;-217.184E-12;-226.627E-12;-185.708E-12;-283.284E-12;-190.430E-12;-125.904E-12;-102.297E-12;-118.035E-12;-157.380E-12;-206.168E-12;-250.234E-12;-251.808E-12;-267.546E-12;-319.481E-12
110;10900;-209.315E-12;-220.332E-12;-220.332E-12;-171.544E-12;-275.415E-12;-176.265E-12;-119.609E-12;-75.542E-12;-97.576E-12;-149.511E-12;-179.413E-12;-228.201E-12;-231.348E-12;-234.496E-12;-299.022E-12
111;11000;-209.315E-12;-214.037E-12;-217.184E-12;-185.708E-12;-278.562E-12;-166.823E-12;-110.166E-12;-59.804E-12;-94.428E-12;-138.494E-12;-187.282E-12;-218.758E-12;-212.463E-12;-237.644E-12;-278.562E-12
112;11100;-209.315E-12;-199.872E-12;-210.889E-12;-179.413E-12;-273.841E-12;-166.823E-12;-107.018E-12;-66.100E-12;-97.576E-12;-135.347E-12;-184.134E-12;-209.315E-12;-209.315E-12;-237.644E-12;-275.415E-12
113;11200;-210.889E-12;-196.725E-12;-220.332E-12;-174.692E-12;-270.693E-12;-174.692E-12;-105.445E-12;-80.264E-12;-107.018E-12;-146.363E-12;-193.577E-12;-221.906E-12;-223.479E-12;-250.234E-12;-286.431E-12
114;11300;-204.594E-12;-207.741E-12;-215.610E-12;-173.118E-12;-281.710E-12;-176.265E-12;-124.330E-12;-92.854E-12;-114.887E-12;-163.675E-12;-203.020E-12;-242.365E-12;-221.906E-12;-262.824E-12;-289.579E-12
115;11400;-198.299E-12;-210.889E-12;-217.184E-12;-174.692E-12;-278.562E-12;-182.561E-12;-135.347E-12;-107.018E-12;-124.330E-12;-179.413E-12;-215.610E-12;-247.086E-12;-237.644E-12;-248.660E-12;-303.743E-12
116;11500;-201.446E-12;-203.020E-12;-214.037E-12;-173.118E-12;-284.858E-12;-190.430E-12;-144.790E-12;-116.461E-12;-136.921E-12;-187.282E-12;-229.775E-12;-254.955E-12;-242.365E-12;-272.267E-12;-313.186E-12
117;11600;-203.020E-12;-199.872E-12;-217.184E-12;-176.265E-12;-280.136E-12;-196.725E-12;-147.937E-12;-132.199E-12;-154.232E-12;-204.594E-12;-242.365E-12;-272.267E-12;-251.808E-12;-276.989E-12;-316.334E-12
118;11700;-199.872E-12;-210.889E-12;-220.332E-12;-176.265E-12;-280.136E-12;-206.168E-12;-157.380E-12;-144.790E-12;-173.118E-12;-236.070E-12;-265.972E-12;-284.858E-12;-258.103E-12;-284.858E-12;-319.481E-12
119;11800;-195.151E-12;-201.446E-12;-214.037E-12;-168.396E-12;-291.153E-12;-217.184E-12;-157.380E-12;-144.790E-12;-173.118E-12;-226.627E-12;-272.267E-12;-288.005E-12;-278.562E-12;-289.579E-12;-325.776E-12
120;11900;-192.003E-12;-204.594E-12;-226.627E-12;-179.413E-12;-284.858E-12;-215.610E-12;-176.265E-12;-143.216E-12;-182.561E-12;-239.217E-12;-276.989E-12;-288.005E-12;-272.267E-12;-295.874E-12;-335.219E-12
121;12000;-196.725E-12;-210.889E-12;-226.627E-12;-185.708E-12;-291.153E-12;-226.627E-12;-185.708E-12;-147.937E-12;-182.561E-12;-250.234E-12;-288.005E-12;-303.743E-12;-280.136E-12;-297.448E-12;-347.810E-12
122;12100;-199.872E-12;-204.594E-12;-232.922E-12;-177.839E-12;-294.300E-12;-226.627E-12;-195.151E-12;-155.806E-12;-188.856E-12;-258.103E-12;-281.710E-12;-306.891E-12;-288.005E-12;-302.169E-12;-347.810E-12
123;12200;-196.725E-12;-203.020E-12;-226.627E-12;-179.413E-12;-295.874E-12;-229.775E-12;-180.987E-12;-162.101E-12;-199.872E-12;-253.382E-12;-284.858E-12;-311.612E-12;-275.415E-12;-302.169E-12;-352.531E-12
124;12300;-201.446E-12;-209.315E-12;-226.627E-12;-179.413E-12;-294.300E-12;-240.791E-12;-195.151E-12;-163.675E-12;-214.037E-12;-270.693E-12;-300.596E-12;-311.612E-12;-281.710E-12;-321.055E-12;-355.679E-12
125;12400;-190.430E-12;-207.741E-12;-223.479E-12;-176.265E-12;-299.022E-12;-237.644E-12;-199.872E-12;-174.692E-12;-204.594E-12;-264.398E-12;-283.284E-12;-310.038E-12;-292.727E-12;-317.907E-12;-350.957E-12
126;12500;-199.872E-12;-204.594E-12;-229.775E-12;-187.282E-12;-308.465E-12;-243.939E-12;-201.446E-12;-187.282E-12;-199.872E-12;-269.120E-12;-292.727E-12;-316.334E-12;-303.743E-12;-322.629E-12;-360.400E-12
127;12600;-199.872E-12;-206.168E-12;-243.939E-12;-182.561E-12;-295.874E-12;-242.365E-12;-198.299E-12;-177.839E-12;-203.020E-12;-281.710E-12;-297.448E-12;-306.891E-12;-297.448E-12;-319.481E-12;-354.105E-12
128;12700;-203.020E-12;-214.037E-12;-240.791E-12;-196.725E-12;-302.169E-12;-243.939E-12;-206.168E-12;-192.003E-12;-223.479E-12;-278.562E-12;-297.448E-12;-319.481E-12;-305.317E-12;-310.038E-12;-355.679E-12
129;12800;-203.020E-12;-226.627E-12;-231.348E-12;-185.708E-12;-295.874E-12;-253.382E-12;-199.872E-12;-184.134E-12;-220.332E-12;-280.136E-12;-305.317E-12;-311.612E-12;-306.891E-12;-317.907E-12;-365.121E-12
130;12900;-193.577E-12;-223.479E-12;-243.939E-12;-188.856E-12;-306.891E-12;-250.234E-12;-201.446E-12;-193.577E-12;-217.184E-12;-281.710E-12;-305.317E-12;-316.334E-12;-310.038E-12;-321.055E-12;-372.990E-12
131;13000;-198.299E-12;-225.053E-12;-234.496E-12;-195.151E-12;-310.038E-12;-250.234E-12;-196.725E-12;-195.151E-12;-228.201E-12;-284.858E-12;-310.038E-12;-316.334E-12;-317.907E-12;-325.776E-12;-358.826E-12
132;13100;-201.446E-12;-209.315E-12;-231.348E-12;-182.561E-12;-306.891E-12;-254.955E-12;-203.020E-12;-182.561E-12;-231.348E-12;-281.710E-12;-314.760E-12;-319.481E-12;-311.612E-12;-324.203E-12;-354.105E-12
133;13200;-201.446E-12;-220.332E-12;-223.479E-12;-180.987E-12;-308.465E-12;-253.382E-12;-196.725E-12;-187.282E-12;-226.627E-12;-288.005E-12;-316.334E-12;-314.760E-12;-308.465E-12;-317.907E-12;-363.548E-12
134;13300;-193.577E-12;-221.906E-12;-221.906E-12;-188.856E-12;-305.317E-12;-248.660E-12;-204.594E-12;-188.856E-12;-225.053E-12;-291.153E-12;-306.891E-12;-321.055E-12;-313.186E-12;-321.055E-12;-358.826E-12
135;13400;-192.003E-12;-226.627E-12;-229.775E-12;-188.856E-12;-319.481E-12;-240.791E-12;-203.020E-12;-187.282E-12;-225.053E-12;-281.710E-12;-302.169E-12;-321.055E-12;-306.891E-12;-325.776E-12;-361.974E-12
136;13500;-198.299E-12;-231.348E-12;-240.791E-12;-190.430E-12;-313.186E-12;-247.086E-12;-210.889E-12;-185.708E-12;-218.758E-12;-284.858E-12;-313.186E-12;-330.498E-12;-311.612E-12;-322.629E-12;-377.712E-12
137;13600;-204.594E-12;-232.922E-12;-234.496E-12;-192.003E-12;-316.334E-12;-253.382E-12;-207.741E-12;-199.872E-12;-221.906E-12;-280.136E-12;-308.465E-12;-321.055E-12;-305.317E-12;-324.203E-12;-368.269E-12
138;13700;-212.463E-12;-221.906E-12;-228.201E-12;-188.856E-12;-310.038E-12;-254.955E-12;-209.315E-12;-201.446E-12;-215.610E-12;-284.858E-12;-302.169E-12;-322.629E-12;-305.317E-12;-327.350E-12;-372.990E-12
139;13800;-203.020E-12;-217.184E-12;-229.775E-12;-182.561E-12;-316.334E-12;-261.251E-12;-204.594E-12;-192.003E-12;-218.758E-12;-280.136E-12;-300.596E-12;-322.629E-12;-306.891E-12;-325.776E-12;-361.974E-12
140;13900;-203.020E-12;-221.906E-12;-225.053E-12;-188.856E-12;-317.907E-12;-256.529E-12;-215.610E-12;-192.003E-12;-221.906E-12;-284.858E-12;-302.169E-12;-317.907E-12;-308.465E-12;-317.907E-12;-361.974E-12
141;14000;-201.446E-12;-218.758E-12;-226.627E-12;-185.708E-12;-316.334E-12;-250.234E-12;-198.299E-12;-195.151E-12;-214.037E-12;-284.858E-12;-316.334E-12;-324.203E-12;-313.186E-12;-327.350E-12;-363.548E-12
142;14100;-204.594E-12;-226.627E-12;-236.070E-12;-192.003E-12;-319.481E-12;-259.677E-12;-207.741E-12;-190.430E-12;-218.758E-12;-286.431E-12;-303.743E-12;-324.203E-12;-310.038E-12;-335.219E-12;-355.679E-12
143;14200;-192.003E-12;-226.627E-12;-221.906E-12;-193.577E-12;-310.038E-12;-256.529E-12;-212.463E-12;-195.151E-12;-218.758E-12;-281.710E-12;-311.612E-12;-317.907E-12;-313.186E-12;-319.481E-12;-361.974E-12
144;14300;-209.315E-12;-225.053E-12;-221.906E-12;-193.577E-12;-327.350E-12;-253.382E-12;-207.741E-12;-199.872E-12;-221.906E-12;-288.005E-12;-324.203E-12;-321.055E-12;-311.612E-12;-322.629E-12;-357.252E-12
145;14400;-203.020E-12;-218.758E-12;-226.627E-12;-184.134E-12;-317.907E-12;-242.365E-12;-210.889E-12;-193.577E-12;-228.201E-12;-292.727E-12;-317.907E-12;-317.907E-12;-311.612E-12;-324.203E-12;-352.531E-12
146;14500;-195.151E-12;-217.184E-12;-228.201E-12;-190.430E-12;-310.038E-12;-251.808E-12;-207.741E-12;-195.151E-12;-231.348E-12;-288.005E-12;-313.186E-12;-322.629E-12;-314.760E-12;-338.367E-12;-366.695E-12
147;14600;-198.299E-12;-223.479E-12;-225.053E-12;-187.282E-12;-317.907E-12;-253.382E-12;-215.610E-12;-204.594E-12;-232.922E-12;-295.874E-12;-321.055E-12;-327.350E-12;-319.481E-12;-343.088E-12;-363.548E-12
148;14700;-209.315E-12;-228.201E-12;-231.348E-12;-187.282E-12;-321.055E-12;-259.677E-12;-210.889E-12;-206.168E-12;-218.758E-12;-278.562E-12;-311.612E-12;-321.055E-12;-316.334E-12;-346.236E-12;-368.269E-12
149;14800;-187.282E-12;-225.053E-12;-226.627E-12;-193.577E-12;-314.760E-12;-262.824E-12;-209.315E-12;-206.168E-12;-218.758E-12;-278.562E-12;-308.465E-12;-335.219E-12;-311.612E-12;-336.793E-12;-360.400E-12
150;14900;-199.872E-12;-223.479E-12;-218.758E-12;-184.134E-12;-319.481E-12;-256.529E-12;-199.872E-12;-192.003E-12;-218.758E-12;-284.858E-12;-308.465E-12;-333.645E-12;-314.760E-12;-346.236E-12;-357.252E-12
151;15000;-196.725E-12;-228.201E-12;-226.627E-12;-193.577E-12;-313.186E-12;-259.677E-12;-199.872E-12;-199.872E-12;-220.332E-12;-288.005E-12;-311.612E-12;-336.793E-12;-317.907E-12;-335.219E-12;-361.974E-12
152;15100;-201.446E-12;-218.758E-12;-229.775E-12;-199.872E-12;-316.334E-12;-254.955E-12;-199.872E-12;-195.151E-12;-228.201E-12;-291.153E-12;-308.465E-12;-335.219E-12;-316.334E-12;-333.645E-12;-371.417E-12
153;15200;-193.577E-12;-221.906E-12;-237.644E-12;-192.003E-12;-319.481E-12;-251.808E-12;-210.889E-12;-201.446E-12;-237.644E-12;-294.300E-12;-300.596E-12;-341.514E-12;-310.038E-12;-341.514E-12;-360.400E-12
154;15300;-206.168E-12;-226.627E-12;-226.627E-12;-201.446E-12;-325.776E-12;-251.808E-12;-210.889E-12;-207.741E-12;-226.627E-12;-286.431E-12;-295.874E-12;-346.236E-12;-311.612E-12;-347.810E-12;-360.400E-12
155;15400;-214.037E-12;-225.053E-12;-234.496E-12;-184.134E-12;-321.055E-12;-256.529E-12;-207.741E-12;-209.315E-12;-239.217E-12;-294.300E-12;-302.169E-12;-333.645E-12;-306.891E-12;-341.514E-12;-363.548E-12
156;15500;-207.741E-12;-214.037E-12;-232.922E-12;-192.003E-12;-313.186E-12;-262.824E-12;-217.184E-12;-210.889E-12;-228.201E-12;-292.727E-12;-311.612E-12;-330.498E-12;-313.186E-12;-335.219E-12;-361.974E-12
157;15600;-206.168E-12;-226.627E-12;-231.348E-12;-199.872E-12;-317.907E-12;-256.529E-12;-204.594E-12;-198.299E-12;-231.348E-12;-291.153E-12;-313.186E-12;-339.941E-12;-311.612E-12;-339.941E-12;-360.400E-12
158;15700;-209.315E-12;-217.184E-12;-220.332E-12;-193.577E-12;-321.055E-12;-256.529E-12;-203.020E-12;-206.168E-12;-228.201E-12;-284.858E-12;-308.465E-12;-336.793E-12;-311.612E-12;-328.924E-12;-361.974E-12
159;15800;-209.315E-12;-215.610E-12;-234.496E-12;-198.299E-12;-333.645E-12;-253.382E-12;-203.020E-12;-196.725E-12;-226.627E-12;-291.153E-12;-310.038E-12;-332.072E-12;-321.055E-12;-344.662E-12;-358.826E-12
160;15900;-206.168E-12;-232.922E-12;-232.922E-12;-199.872E-12;-343.088E-12;-253.382E-12;-207.741E-12;-196.725E-12;-221.906E-12;-292.727E-12;-310.038E-12;-335.219E-12;-327.350E-12;-338.367E-12;-357.252E-12
161;16000;-203.020E-12;-223.479E-12;-226.627E-12;-214.037E-12;-324.203E-12;-254.955E-12;-215.610E-12;-201.446E-12;-231.348E-12;-289.579E-12;-310.038E-12;-333.645E-12;-311.612E-12;-339.941E-12;-360.400E-12
162;16100;-193.577E-12;-226.627E-12;-231.348E-12;-204.594E-12;-325.776E-12;-261.251E-12;-206.168E-12;-209.315E-12;-228.201E-12;-291.153E-12;-311.612E-12;-335.219E-12;-317.907E-12;-328.924E-12;-365.121E-12
163;16200;-207.741E-12;-232.922E-12;-231.348E-12;-203.020E-12;-332.072E-12;-261.251E-12;-201.446E-12;-214.037E-12;-228.201E-12;-291.153E-12;-316.334E-12;-341.514E-12;-322.629E-12;-338.367E-12;-369.843E-12
164;16300;-206.168E-12;-231.348E-12;-226.627E-12;-199.872E-12;-319.481E-12;-259.677E-12;-209.315E-12;-212.463E-12;-223.479E-12;-289.579E-12;-302.169E-12;-341.514E-12;-314.760E-12;-335.219E-12;-366.695E-12
165;16400;-199.872E-12;-225.053E-12;-223.479E-12;-184.134E-12;-311.612E-12;-253.382E-12;-204.594E-12;-193.577E-12;-228.201E-12;-286.431E-12;-297.448E-12;-339.941E-12;-303.743E-12;-335.219E-12;-365.121E-12
166;16500;-198.299E-12;-226.627E-12;-225.053E-12;-196.725E-12;-316.334E-12;-253.382E-12;-210.889E-12;-207.741E-12;-236.070E-12;-283.284E-12;-303.743E-12;-335.219E-12;-317.907E-12;-338.367E-12;-366.695E-12
167;16600;-195.151E-12;-225.053E-12;-223.479E-12;-193.577E-12;-319.481E-12;-248.660E-12;-201.446E-12;-207.741E-12;-236.070E-12;-284.858E-12;-313.186E-12;-341.514E-12;-316.334E-12;-339.941E-12;-366.695E-12
168;16700;-204.594E-12;-229.775E-12;-225.053E-12;-199.872E-12;-324.203E-12;-253.382E-12;-201.446E-12;-215.610E-12;-232.922E-12;-275.415E-12;-319.481E-12;-333.645E-12;-313.186E-12;-344.662E-12;-360.400E-12
169;16800;-201.446E-12;-223.479E-12;-226.627E-12;-204.594E-12;-324.203E-12;-262.824E-12;-215.610E-12;-201.446E-12;-226.627E-12;-284.858E-12;-310.038E-12;-330.498E-12;-311.612E-12;-349.383E-12;-371.417E-12
170;16900;-187.282E-12;-215.610E-12;-225.053E-12;-195.151E-12;-321.055E-12;-264.398E-12;-217.184E-12;-195.151E-12;-226.627E-12;-297.448E-12;-300.596E-12;-335.219E-12;-314.760E-12;-339.941E-12;-369.843E-12
171;17000;-185.708E-12;-215.610E-12;-236.070E-12;-198.299E-12;-319.481E-12;-251.808E-12;-207.741E-12;-206.168E-12;-223.479E-12;-278.562E-12;-300.596E-12;-339.941E-12;-316.334E-12;-344.662E-12;-360.400E-12
172;17100;-195.151E-12;-221.906E-12;-234.496E-12;-204.594E-12;-325.776E-12;-253.382E-12;-221.906E-12;-201.446E-12;-229.775E-12;-292.727E-12;-302.169E-12;-344.662E-12;-313.186E-12;-336.793E-12;-371.417E-12
173;17200;-198.299E-12;-225.053E-12;-236.070E-12;-203.020E-12;-321.055E-12;-259.677E-12;-220.332E-12;-195.151E-12;-240.791E-12;-295.874E-12;-306.891E-12;-352.531E-12;-325.776E-12;-332.072E-12;-368.269E-12
174;17300;-195.151E-12;-217.184E-12;-220.332E-12;-198.299E-12;-317.907E-12;-253.382E-12;-210.889E-12;-204.594E-12;-234.496E-12;-286.431E-12;-310.038E-12;-346.236E-12;-321.055E-12;-339.941E-12;-374.564E-12
175;17400;-195.151E-12;-223.479E-12;-223.479E-12;-196.725E-12;-322.629E-12;-254.955E-12;-217.184E-12;-199.872E-12;-218.758E-12;-284.858E-12;-308.465E-12;-339.941E-12;-316.334E-12;-339.941E-12;-371.417E-12
176;17500;-195.151E-12;-218.758E-12;-232.922E-12;-201.446E-12;-321.055E-12;-262.824E-12;-220.332E-12;-207.741E-12;-229.775E-12;-284.858E-12;-303.743E-12;-335.219E-12;-314.760E-12;-332.072E-12;-371.417E-12
177;17600;-185.708E-12;-228.201E-12;-231.348E-12;-201.446E-12;-319.481E-12;-254.955E-12;-207.741E-12;-206.168E-12;-234.496E-12;-281.710E-12;-303.743E-12;-338.367E-12;-311.612E-12;-325.776E-12;-365.121E-12
178;17700;-193.577E-12;-220.332E-12;-220.332E-12;-209.315E-12;-319.481E-12;-253.382E-12;-203.020E-12;-196.725E-12;-223.479E-12;-289.579E-12;-297.448E-12;-338.367E-12;-317.907E-12;-335.219E-12;-374.564E-12
179;17800;-193.577E-12;-218.758E-12;-221.906E-12;-201.446E-12;-324.203E-12;-261.251E-12;-217.184E-12;-196.725E-12;-226.627E-12;-284.858E-12;-305.317E-12;-343.088E-12;-305.317E-12;-335.219E-12;-369.843E-12
180;17900;-188.856E-12;-225.053E-12;-223.479E-12;-196.725E-12;-321.055E-12;-258.103E-12;-228.201E-12;-203.020E-12;-229.775E-12;-286.431E-12;-317.907E-12;-332.072E-12;-322.629E-12;-328.924E-12;-372.990E-12
181;18000;-199.872E-12;-228.201E-12;-236.070E-12;-201.446E-12;-308.465E-12;-265.972E-12;-206.168E-12;-199.872E-12;-245.513E-12;-297.448E-12;-313.186E-12;-336.793E-12;-321.055E-12;-339.941E-12;-372.990E-12
182;18100;-198.299E-12;-229.775E-12;-234.496E-12;-196.725E-12;-330.498E-12;-253.382E-12;-214.037E-12;-207.741E-12;-242.365E-12;-297.448E-12;-324.203E-12;-349.383E-12;-325.776E-12;-333.645E-12;-369.843E-12
183;18200;-193.577E-12;-223.479E-12;-237.644E-12;-201.446E-12;-332.072E-12;-262.824E-12;-207.741E-12;-212.463E-12;-234.496E-12;-294.300E-12;-322.629E-12;-341.514E-12;-321.055E-12;-336.793E-12;-379.286E-12
184;18300;-199.872E-12;-220.332E-12;-228.201E-12;-203.020E-12;-314.760E-12;-258.103E-12;-206.168E-12;-209.315E-12;-232.922E-12;-291.153E-12;-322.629E-12;-341.514E-12;-316.334E-12;-336.793E-12;-368.269E-12
185;18400;-195.151E-12;-225.053E-12;-220.332E-12;-196.725E-12;-316.334E-12;-261.251E-12;-204.594E-12;-217.184E-12;-223.479E-12;-289.579E-12;-306.891E-12;-343.088E-12;-317.907E-12;-336.793E-12;-358.826E-12
186;18500;-188.856E-12;-221.906E-12;-229.775E-12;-193.577E-12;-317.907E-12;-250.234E-12;-214.037E-12;-207.741E-12;-225.053E-12;-302.169E-12;-308.465E-12;-336.793E-12;-313.186E-12;-330.498E-12;-376.138E-12
187;18600;-188.856E-12;-220.332E-12;-223.479E-12;-195.151E-12;-324.203E-12;-264.398E-12;-214.037E-12;-218.758E-12;-228.201E-12;-299.022E-12;-321.055E-12;-349.383E-12;-311.612E-12;-346.236E-12;-368.269E-12
188;18700;-198.299E-12;-226.627E-12;-228.201E-12;-203.020E-12;-317.907E-12;-261.251E-12;-225.053E-12;-212.463E-12;-234.496E-12;-302.169E-12;-314.760E-12;-347.810E-12;-321.055E-12;-347.810E-12;-380.859E-12
189;18800;-179.413E-12;-220.332E-12;-228.201E-12;-193.577E-12;-310.038E-12;-272.267E-12;-223.479E-12;-204.594E-12;-234.496E-12;-295.874E-12;-305.317E-12;-341.514E-12;-313.186E-12;-338.367E-12;-369.843E-12
190;18900;-193.577E-12;-221.906E-12;-221.906E-12;-198.299E-12;-327.350E-12;-265.972E-12;-215.610E-12;-209.315E-12;-242.365E-12;-300.596E-12;-311.612E-12;-352.531E-12;-327.350E-12;-335.219E-12;-371.417E-12
191;19000;-193.577E-12;-223.479E-12;-220.332E-12;-198.299E-12;-325.776E-12;-264.398E-12;-210.889E-12;-207.741E-12;-240.791E-12;-295.874E-12;-306.891E-12;-357.252E-12;-321.055E-12;-333.645E-12;-366.695E-12
192;19100;-199.872E-12;-229.775E-12;-220.332E-12;-204.594E-12;-336.793E-12;-267.546E-12;-218.758E-12;-206.168E-12;-243.939E-12;-305.317E-12;-316.334E-12;-363.548E-12;-325.776E-12;-354.105E-12;-379.286E-12
193;19200;-204.594E-12;-226.627E-12;-220.332E-12;-201.446E-12;-330.498E-12;-261.251E-12;-218.758E-12;-206.168E-12;-240.791E-12;-303.743E-12;-313.186E-12;-357.252E-12;-327.350E-12;-344.662E-12;-377.712E-12
194;19300;-193.577E-12;-229.775E-12;-229.775E-12;-188.856E-12;-333.645E-12;-256.529E-12;-206.168E-12;-212.463E-12;-239.217E-12;-303.743E-12;-311.612E-12;-349.383E-12;-316.334E-12;-335.219E-12;-371.417E-12
195;19400;-196.725E-12;-236.070E-12;-229.775E-12;-198.299E-12;-327.350E-12;-258.103E-12;-207.741E-12;-209.315E-12;-242.365E-12;-300.596E-12;-319.481E-12;-338.367E-12;-322.629E-12;-338.367E-12;-368.269E-12
196;19500;-192.003E-12;-220.332E-12;-223.479E-12;-195.151E-12;-327.350E-12;-256.529E-12;-215.610E-12;-206.168E-12;-242.365E-12;-291.153E-12;-308.465E-12;-350.957E-12;-317.907E-12;-336.793E-12;-376.138E-12
197;19600;-190.430E-12;-231.348E-12;-237.644E-12;-196.725E-12;-324.203E-12;-253.382E-12;-214.037E-12;-199.872E-12;-242.365E-12;-295.874E-12;-319.481E-12;-355.679E-12;-322.629E-12;-328.924E-12;-380.859E-12
198;19700;-192.003E-12;-225.053E-12;-236.070E-12;-199.872E-12;-319.481E-12;-258.103E-12;-217.184E-12;-195.151E-12;-234.496E-12;-300.596E-12;-313.186E-12;-355.679E-12;-321.055E-12;-336.793E-12;-374.564E-12
199;19800;-187.282E-12;-223.479E-12;-231.348E-12;-196.725E-12;-324.203E-12;-256.529E-12;-212.463E-12;-196.725E-12;-236.070E-12;-303.743E-12;-303.743E-12;-350.957E-12;-327.350E-12;-330.498E-12;-361.974E-12
200;19900;-185.708E-12;-218.758E-12;-218.758E-12;-193.577E-12;-325.776E-12;-269.120E-12;-217.184E-12;-193.577E-12;-232.922E-12;-295.874E-12;-316.334E-12;-341.514E-12;-319.481E-12;-332.072E-12;-372.990E-12
201;20000;-193.577E-12;-215.610E-12;-232.922E-12;-190.430E-12;-316.334E-12;-264.398E-12;-217.184E-12;-210.889E-12;-234.496E-12;-297.448E-12;-302.169E-12;-346.236E-12;-322.629E-12;-336.793E-12;-372.990E-12
202;20100;-199.872E-12;-234.496E-12;-237.644E-12;-199.872E-12;-330.498E-12;-258.103E-12;-215.610E-12;-209.315E-12;-237.644E-12;-310.038E-12;-311.612E-12;-343.088E-12;-325.776E-12;-333.645E-12;-385.581E-12
203;20200;-198.299E-12;-231.348E-12;-226.627E-12;-206.168E-12;-335.219E-12;-264.398E-12;-210.889E-12;-207.741E-12;-239.217E-12;-302.169E-12;-313.186E-12;-349.383E-12;-328.924E-12;-333.645E-12;-379.286E-12
204;20300;-201.446E-12;-228.201E-12;-223.479E-12;-201.446E-12;-328.924E-12;-275.415E-12;-209.315E-12;-204.594E-12;-239.217E-12;-294.300E-12;-319.481E-12;-339.941E-12;-322.629E-12;-330.498E-12;-384.007E-12
205;20400;-203.020E-12;-231.348E-12;-236.070E-12;-201.446E-12;-327.350E-12;-269.120E-12;-214.037E-12;-209.315E-12;-232.922E-12;-292.727E-12;-314.760E-12;-350.957E-12;-328.924E-12;-324.203E-12;-376.138E-12
206;20500;-209.315E-12;-231.348E-12;-231.348E-12;-195.151E-12;-328.924E-12;-269.120E-12;-217.184E-12;-209.315E-12;-232.922E-12;-297.448E-12;-314.760E-12;-349.383E-12;-335.219E-12;-330.498E-12;-379.286E-12
207;20600;-201.446E-12;-225.053E-12;-234.496E-12;-195.151E-12;-327.350E-12;-273.841E-12;-221.906E-12;-214.037E-12;-234.496E-12;-310.038E-12;-313.186E-12;-352.531E-12;-330.498E-12;-335.219E-12;-376.138E-12
208;20700;-201.446E-12;-223.479E-12;-223.479E-12;-195.151E-12;-324.203E-12;-254.955E-12;-215.610E-12;-207.741E-12;-237.644E-12;-302.169E-12;-310.038E-12;-344.662E-12;-319.481E-12;-332.072E-12;-385.581E-12
209;20800;-199.872E-12;-232.922E-12;-229.775E-12;-190.430E-12;-330.498E-12;-265.972E-12;-218.758E-12;-206.168E-12;-239.217E-12;-306.891E-12;-313.186E-12;-350.957E-12;-327.350E-12;-338.367E-12;-384.007E-12
210;20900;-209.315E-12;-225.053E-12;-239.217E-12;-199.872E-12;-327.350E-12;-256.529E-12;-226.627E-12;-207.741E-12;-239.217E-12;-300.596E-12;-306.891E-12;-354.105E-12;-330.498E-12;-332.072E-12;-382.433E-12
211;21000;-204.594E-12;-220.332E-12;-237.644E-12;-196.725E-12;-324.203E-12;-264.398E-12;-218.758E-12;-206.168E-12;-240.791E-12;-292.727E-12;-306.891E-12;-352.531E-12;-319.481E-12;-333.645E-12;-365.121E-12
212;21100;-210.889E-12;-223.479E-12;-231.348E-12;-198.299E-12;-324.203E-12;-280.136E-12;-212.463E-12;-199.872E-12;-245.513E-12;-299.022E-12;-319.481E-12;-355.679E-12;-332.072E-12;-338.367E-12;-371.417E-12
213;21200;-209.315E-12;-215.610E-12;-225.053E-12;-192.003E-12;-328.924E-12;-267.546E-12;-226.627E-12;-207.741E-12;-242.365E-12;-294.300E-12;-319.481E-12;-355.679E-12;-335.219E-12;-338.367E-12;-368.269E-12
214;21300;-203.020E-12;-226.627E-12;-226.627E-12;-195.151E-12;-325.776E-12;-280.136E-12;-221.906E-12;-203.020E-12;-248.660E-12;-292.727E-12;-311.612E-12;-344.662E-12;-338.367E-12;-333.645E-12;-368.269E-12
215;21400;-206.168E-12;-221.906E-12;-223.479E-12;-196.725E-12;-330.498E-12;-258.103E-12;-210.889E-12;-210.889E-12;-239.217E-12;-294.300E-12;-313.186E-12;-355.679E-12;-336.793E-12;-341.514E-12;-374.564E-12
216;21500;-218.758E-12;-210.889E-12;-225.053E-12;-203.020E-12;-336.793E-12;-256.529E-12;-214.037E-12;-214.037E-12;-236.070E-12;-300.596E-12;-314.760E-12;-352.531E-12;-328.924E-12;-343.088E-12;-369.843E-12
