;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);371.000E-3;40.373E+0;80.373E+0;120.375E+0;160.374E+0;200.376E+0;240.377E+0;280.378E+0;320.378E+0;360.379E+0;400.380E+0;440.380E+0;480.381E+0;520.382E+0;560.383E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-53.509E-12;-67.673E-12;-88.133E-12;-72.395E-12;-91.280E-12;-89.707E-12;-111.740E-12;-107.018E-12;-125.904E-12;-177.839E-12;-196.725E-12;-225.053E-12;-228.201E-12;-203.020E-12;-223.479E-12
2;100;-55.083E-12;-77.116E-12;-78.690E-12;-86.559E-12;-86.559E-12;-99.149E-12;-119.609E-12;-110.166E-12;-125.904E-12;-173.118E-12;-193.577E-12;-220.332E-12;-232.922E-12;-203.020E-12;-207.741E-12
3;200;-53.509E-12;-73.969E-12;-78.690E-12;-84.985E-12;-88.133E-12;-94.428E-12;-116.461E-12;-110.166E-12;-129.052E-12;-160.528E-12;-195.151E-12;-218.758E-12;-226.627E-12;-198.299E-12;-210.889E-12
4;300;-59.804E-12;-69.247E-12;-78.690E-12;-81.838E-12;-89.707E-12;-97.576E-12;-116.461E-12;-103.871E-12;-133.773E-12;-163.675E-12;-195.151E-12;-234.496E-12;-229.775E-12;-201.446E-12;-214.037E-12
5;400;-59.804E-12;-73.969E-12;-70.821E-12;-69.247E-12;-89.707E-12;-94.428E-12;-116.461E-12;-97.576E-12;-118.035E-12;-163.675E-12;-193.577E-12;-228.201E-12;-228.201E-12;-204.594E-12;-215.610E-12
6;500;-55.083E-12;-58.231E-12;-75.542E-12;-88.133E-12;-86.559E-12;-84.985E-12;-114.887E-12;-107.018E-12;-127.478E-12;-166.823E-12;-196.725E-12;-225.053E-12;-225.053E-12;-198.299E-12;-221.906E-12
7;600;-64.526E-12;-69.247E-12;-72.395E-12;-83.411E-12;-78.690E-12;-96.002E-12;-121.183E-12;-114.887E-12;-125.904E-12;-169.970E-12;-192.003E-12;-228.201E-12;-223.479E-12;-207.741E-12;-214.037E-12
8;700;-51.935E-12;-70.821E-12;-64.526E-12;-78.690E-12;-89.707E-12;-89.707E-12;-124.330E-12;-102.297E-12;-121.183E-12;-173.118E-12;-190.430E-12;-223.479E-12;-215.610E-12;-199.872E-12;-215.610E-12
9;800;-53.509E-12;-66.100E-12;-72.395E-12;-83.411E-12;-96.002E-12;-99.149E-12;-127.478E-12;-107.018E-12;-132.199E-12;-174.692E-12;-192.003E-12;-217.184E-12;-226.627E-12;-190.430E-12;-217.184E-12
10;900;-53.509E-12;-77.116E-12;-67.673E-12;-81.838E-12;-83.411E-12;-100.723E-12;-118.035E-12;-110.166E-12;-130.625E-12;-171.544E-12;-199.872E-12;-218.758E-12;-221.906E-12;-190.430E-12;-203.020E-12
11;1000;-58.231E-12;-69.247E-12;-77.116E-12;-81.838E-12;-89.707E-12;-105.445E-12;-116.461E-12;-96.002E-12;-129.052E-12;-174.692E-12;-198.299E-12;-221.906E-12;-218.758E-12;-198.299E-12;-209.315E-12
12;1100;-58.231E-12;-66.100E-12;-77.116E-12;-78.690E-12;-84.985E-12;-96.002E-12;-116.461E-12;-105.445E-12;-133.773E-12;-162.101E-12;-201.446E-12;-217.184E-12;-220.332E-12;-196.725E-12;-215.610E-12
13;1200;-61.378E-12;-56.657E-12;-70.821E-12;-83.411E-12;-89.707E-12;-88.133E-12;-124.330E-12;-105.445E-12;-136.921E-12;-160.528E-12;-192.003E-12;-225.053E-12;-218.758E-12;-196.725E-12;-215.610E-12
14;1300;-55.083E-12;-67.673E-12;-75.542E-12;-83.411E-12;-78.690E-12;-97.576E-12;-114.887E-12;-103.871E-12;-130.625E-12;-160.528E-12;-198.299E-12;-221.906E-12;-212.463E-12;-207.741E-12;-221.906E-12
15;1400;-59.804E-12;-64.526E-12;-66.100E-12;-72.395E-12;-75.542E-12;-94.428E-12;-124.330E-12;-97.576E-12;-129.052E-12;-166.823E-12;-199.872E-12;-226.627E-12;-215.610E-12;-196.725E-12;-214.037E-12
16;1500;-55.083E-12;-64.526E-12;-73.969E-12;-77.116E-12;-81.838E-12;-89.707E-12;-121.183E-12;-113.314E-12;-133.773E-12;-160.528E-12;-196.725E-12;-220.332E-12;-221.906E-12;-201.446E-12;-212.463E-12
17;1600;-59.804E-12;-62.952E-12;-70.821E-12;-78.690E-12;-75.542E-12;-92.854E-12;-110.166E-12;-124.330E-12;-135.347E-12;-169.970E-12;-187.282E-12;-225.053E-12;-232.922E-12;-210.889E-12;-217.184E-12
18;1700;-62.952E-12;-64.526E-12;-70.821E-12;-92.854E-12;-77.116E-12;-94.428E-12;-113.314E-12;-103.871E-12;-129.052E-12;-165.249E-12;-185.708E-12;-228.201E-12;-225.053E-12;-218.758E-12;-217.184E-12
19;1800;-61.378E-12;-70.821E-12;-70.821E-12;-78.690E-12;-86.559E-12;-92.854E-12;-114.887E-12;-111.740E-12;-127.478E-12;-165.249E-12;-192.003E-12;-221.906E-12;-215.610E-12;-204.594E-12;-204.594E-12
20;1900;-50.362E-12;-64.526E-12;-67.673E-12;-77.116E-12;-78.690E-12;-92.854E-12;-124.330E-12;-103.871E-12;-133.773E-12;-163.675E-12;-192.003E-12;-217.184E-12;-223.479E-12;-203.020E-12;-210.889E-12
21;2000;-62.952E-12;-70.821E-12;-69.247E-12;-84.985E-12;-97.576E-12;-92.854E-12;-116.461E-12;-100.723E-12;-138.494E-12;-165.249E-12;-195.151E-12;-231.348E-12;-223.479E-12;-203.020E-12;-212.463E-12
